Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Diagnóstico)/¿Estos datos se recopilan, se comparten o ambas?/Compartidos"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso y manejo de datos (Diagnóstico)/¿Estos datos se procesan de forma efímera?
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/Los usuarios pueden decidir si los datos se recopilan o no
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/La recopilación de datos es necesaria (los usuarios no pueden desactivar esta opción)
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Diagnóstico)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Diagnóstico)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_PERFORMANCE_DIAGNOSTICS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Diagnóstico)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Estos datos se recopilan, se comparten o ambas?/Recopilados"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Estos datos se recopilan, se comparten o ambas?/Compartidos"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Estos datos se procesan de forma efímera?
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/Los usuarios pueden decidir si los datos se recopilan o no
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/La recopilación de datos es necesaria (los usuarios no pueden desactivar esta opción)
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERFORMANCE:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Otros datos de rendimiento de la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Archivos y documentos)/¿Estos datos se recopilan, se comparten o ambas?/Recopilados"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Archivos y documentos)/¿Estos datos se recopilan, se comparten o ambas?/Compartidos"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso y manejo de datos (Archivos y documentos)/¿Estos datos se procesan de forma efímera?
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/Los usuarios pueden decidir si los datos se recopilan o no
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/La recopilación de datos es necesaria (los usuarios no pueden desactivar esta opción)
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Archivos y documentos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Archivos y documentos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_FILES_AND_DOCS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Archivos y documentos)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Interacciones en la app)/¿Estos datos se recopilan, se comparten o ambas?/Recopilados"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Interacciones en la app)/¿Estos datos se recopilan, se comparten o ambas?/Compartidos"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso y manejo de datos (Interacciones en la app)/¿Estos datos se procesan de forma efímera?
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/Los usuarios pueden decidir si los datos se recopilan o no
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/La recopilación de datos es necesaria (los usuarios no pueden desactivar esta opción)
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Interacciones en la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Interacciones en la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Publicidad o marketing
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Personalización
PSL_DATA_USAGE_RESPONSES:PSL_USER_INTERACTION:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Uso y manejo de datos (Interacciones en la app)/¿Para qué se usan y comparten los datos de los usuarios? Selecciona todas las opciones que correspondan./Administración de la cuenta
PSL_DATA_USAGE_RESPONSES:PSL_IN_APP_SEARCH_HISTORY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Historial de búsqueda en la app)/¿Estos datos se recopilan, se comparten o ambas?/Recopilados"
PSL_DATA_USAGE_RESPONSES:PSL_IN_APP_SEARCH_HISTORY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Uso y manejo de datos (Historial de búsqueda en la app)/¿Estos datos se recopilan, se comparten o ambas?/Compartidos"
PSL_DATA_USAGE_RESPONSES:PSL_IN_APP_SEARCH_HISTORY:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Uso y manejo de datos (Historial de búsqueda en la app)/¿Estos datos se procesan de forma efímera?
PSL_DATA_USAGE_RESPONSES:PSL_IN_APP_SEARCH_HISTORY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Uso y manejo de datos (Historial de búsqueda en la app)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/Los usuarios pueden decidir si los datos se recopilan o no
PSL_DATA_USAGE_RESPONSES:PSL_IN_APP_SEARCH_HISTORY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Uso y manejo de datos (Historial de búsqueda en la app)/¿Estos datos son necesarios para tu app o los usuarios pueden decidir si se recopilan o no?/La recopilación de datos es necesaria (los usuarios no pueden desactivar esta opción)
PSL_DATA_USAGE_RESPONSES:PSL_IN_APP_SEARCH_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de búsqueda en la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Funciones de la app
PSL_DATA_USAGE_RESPONSES:PSL_IN_APP_SEARCH_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de búsqueda en la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Estadísticas
PSL_DATA_USAGE_RESPONSES:PSL_IN_APP_SEARCH_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso y manejo de datos (Historial de búsqueda en la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Comunicaciones del desarrollador
PSL_DATA_USAGE_RESPONSES:PSL_IN_APP_SEARCH_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Uso y manejo de datos (Historial de búsqueda en la app)/¿Por qué se recopilan los datos de los usuarios? Selecciona todas las opciones que correspondan./Seguridad, cumplimiento y prevención de fraudes"
